Latitude (decimal degrees):	-23.553
Longitude (decimal degrees):	-46.553
Elevation (m):	780
Radiation database:	PVGIS-SARAH3


Slope: 25 deg. (optimum)
Azimuth: -169 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	10.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230419:1203,5447.6,709.97,33.54,19.72,3.1,0.0
20230419:1303,6301.2,843.75,44.19,21.23,3.24,0.0
20230419:1403,7243.9,995.64,52.09,22.6,3.66,0.0
20230419:1503,7045.6,963.4,55.26,23.56,4.14,0.0
20230419:1603,6900.1,937.2,52.49,24.02,4.41,0.0
20230419:1703,6372.7,855.4,44.86,24.01,4.21,0.0
20230419:1803,4795.5,628.89,34.35,23.79,3.93,0.0
20230419:1903,1880.7,251.42,22.29,23.09,4.69,0.0
20230419:2003,500.9,84.09,9.4,22.12,4.07,0.0
20230419:2103,0.0,0.0,0.0,20.91,3.93,0.0
20230419:2203,0.0,0.0,0.0,20.04,3.86,0.0
20230419:2303,0.0,0.0,0.0,19.26,3.66,0.0
20230420:0003,0.0,0.0,0.0,18.57,3.52,0.0
20230420:0103,0.0,0.0,0.0,18.11,3.59,0.0
20230420:0203,0.0,0.0,0.0,17.63,3.72,0.0
20230420:0303,0.0,0.0,0.0,17.1,3.72,0.0
20230420:0403,0.0,0.0,0.0,16.49,3.59,0.0
20230420:0503,0.0,0.0,0.0,15.97,3.59,0.0
20230420:0603,0.0,0.0,0.0,15.58,3.38,0.0
20230420:0703,0.0,0.0,0.0,14.98,3.45,0.0
20230420:0803,0.0,0.0,0.0,14.68,3.17,0.0
20230420:0903,0.0,0.0,0.0,14.42,2.97,0.0
20230420:1003,904.0,130.07,8.36,14.37,2.69,0.0
20230420:1103,3798.1,479.96,21.27,15.91,2.97,0.0
20230420:1203,5677.1,729.8,33.37,17.37,3.59,0.0
20230420:1303,6790.3,901.35,43.97,18.5,3.52,0.0
20230420:1403,7443.9,1018.77,51.79,19.23,3.1,0.0
20230420:1503,7325.6,1008.5,54.91,19.62,2.83,0.0
20230420:1603,6780.6,922.95,52.15,19.72,2.62,0.0
20230420:1703,5296.5,697.53,44.56,19.84,2.55,0.0
20230420:1803,4934.5,640.64,34.09,19.33,2.83,0.0
20230420:1903,2652.6,346.28,22.06,18.7,3.24,0.0
20230420:2003,302.3,52.54,9.19,17.51,3.45,0.0
20230420:2103,0.0,0.0,0.0,16.06,3.31,0.0
20230420:2203,0.0,0.0,0.0,14.89,3.17,0.0
20230420:2303,0.0,0.0,0.0,14.28,2.9,0.0
20230421:0003,0.0,0.0,0.0,13.77,2.48,0.0
20230421:0103,0.0,0.0,0.0,13.46,2.21,0.0
20230421:0203,0.0,0.0,0.0,13.01,1.86,0.0
20230421:0303,0.0,0.0,0.0,12.74,1.59,0.0
20230421:0403,0.0,0.0,0.0,11.99,1.31,0.0
20230421:0503,0.0,0.0,0.0,11.72,1.1,0.0
20230421:0603,0.0,0.0,0.0,11.47,1.1,0.0
20230421:0703,0.0,0.0,0.0,11.37,1.1,0.0
20230421:0803,0.0,0.0,0.0,11.02,1.03,0.0
20230421:0903,0.0,0.0,0.0,10.54,1.03,0.0
20230421:1003,780.4,112.48,8.26,10.34,1.1,0.0
20230421:1103,3396.8,427.8,21.14,13.02,1.31,0.0
20230421:1203,4024.9,508.54,33.2,15.13,2.21,0.0
20230421:1303,6804.7,906.13,43.74,16.78,2.76,0.0
20230421:1403,7579.1,1029.68,51.5,18.24,3.38,0.0
20230421:1503,7784.9,1065.46,54.57,19.26,3.66,0.0
20230421:1603,7475.1,1015.41,51.81,19.85,3.72,0.0
20230421:1703,6334.4,838.06,44.26,20.06,3.66,0.0
20230421:1803,5038.0,651.07,33.83,19.75,3.66,0.0
20230421:1903,3036.1,398.25,21.84,19.63,3.72,0.0
20230421:2003,725.9,122.32,8.99,18.53,3.31,0.0
20230421:2103,0.0,0.0,0.0,16.98,3.03,0.0
20230421:2203,0.0,0.0,0.0,15.85,2.76,0.0
20230421:2303,0.0,0.0,0.0,15.09,2.41,0.0
20230422:0003,0.0,0.0,0.0,14.65,2.14,0.0
20230422:0103,0.0,0.0,0.0,14.41,1.93,0.0
20230422:0203,0.0,0.0,0.0,14.05,1.86,0.0
20230422:0303,0.0,0.0,0.0,13.66,1.86,0.0
20230422:0403,0.0,0.0,0.0,13.25,1.86,0.0
20230422:0503,0.0,0.0,0.0,12.88,1.79,0.0
20230422:0603,0.0,0.0,0.0,12.3,1.59,0.0
20230422:0703,0.0,0.0,0.0,12.02,1.59,0.0
20230422:0803,0.0,0.0,0.0,11.69,1.52,0.0
20230422:0903,0.0,0.0,0.0,11.42,1.59,0.0
20230422:1003,171.9,33.67,8.16,11.7,1.59,0.0
20230422:1103,1524.8,199.42,21.01,15.05,1.72,0.0
20230422:1203,4452.3,570.25,33.02,17.28,2.34,0.0
20230422:1303,6680.8,902.12,43.52,19.11,2.55,0.0
20230422:1403,7283.8,1011.68,51.21,20.51,2.55,0.0
20230422:1503,6448.5,880.45,54.24,21.47,2.69,0.0
20230422:1603,6161.0,838.61,51.48,22.0,2.55,0.0
20230422:1703,4906.8,650.0,43.97,22.1,2.55,0.0
20230422:1803,4017.9,524.42,33.58,21.81,2.62,0.0
20230422:1903,2274.8,301.84,21.62,21.32,2.83,0.0
20230422:2003,219.5,41.36,8.79,20.2,3.03,0.0
20230422:2103,0.0,0.0,0.0,18.47,2.97,0.0
20230422:2203,0.0,0.0,0.0,17.11,2.34,0.0
20230422:2303,0.0,0.0,0.0,16.52,2.14,0.0
20230423:0003,0.0,0.0,0.0,16.3,1.93,0.0
20230423:0103,0.0,0.0,0.0,16.28,1.79,0.0
20230423:0203,0.0,0.0,0.0,16.22,1.59,0.0
20230423:0303,0.0,0.0,0.0,16.14,1.52,0.0
20230423:0403,0.0,0.0,0.0,16.02,1.45,0.0
20230423:0503,0.0,0.0,0.0,15.87,1.45,0.0
20230423:0603,0.0,0.0,0.0,15.73,1.31,0.0
20230423:0703,0.0,0.0,0.0,16.03,1.17,0.0
20230423:0803,0.0,0.0,0.0,16.01,1.24,0.0
20230423:0903,0.0,0.0,0.0,15.86,1.38,0.0
20230423:1003,770.0,113.93,8.05,15.82,1.45,0.0
20230423:1103,3795.9,483.34,20.88,16.14,2.14,0.0
20230423:1203,3937.5,503.39,32.85,17.21,1.93,0.0
20230423:1303,5739.1,765.5,43.29,19.16,2.0,0.0
20230423:1403,6877.9,956.14,50.92,20.64,2.0,0.0
20230423:1503,6478.4,895.21,53.9,21.52,2.07,0.0
20230423:1603,4287.6,565.94,51.15,21.92,2.28,0.0
20230423:1703,5135.6,683.35,43.68,22.02,2.41,0.0
20230423:1803,2585.0,336.91,33.33,21.61,2.76,0.0
20230423:1903,2377.4,315.0,21.4,21.12,2.97,0.0
20230423:2003,582.6,99.39,8.6,20.11,2.9,0.0
20230423:2103,0.0,0.0,0.0,18.69,2.55,0.0
20230423:2203,0.0,0.0,0.0,17.73,2.14,0.0
20230423:2303,0.0,0.0,0.0,17.17,1.93,0.0
20230424:0003,0.0,0.0,0.0,16.91,2.0,0.0
20230424:0103,0.0,0.0,0.0,16.53,1.86,0.0
20230424:0203,0.0,0.0,0.0,16.38,2.0,0.0
20230424:0303,0.0,0.0,0.0,16.04,2.07,0.0
20230424:0403,0.0,0.0,0.0,15.91,2.0,0.0
20230424:0503,0.0,0.0,0.0,15.61,2.14,0.0
20230424:0603,0.0,0.0,0.0,15.28,2.07,0.0
20230424:0703,0.0,0.0,0.0,15.26,1.86,0.0
20230424:0803,0.0,0.0,0.0,14.98,1.86,0.0
20230424:0903,0.0,0.0,0.0,14.72,1.79,0.0
20230424:1003,1220.7,172.08,7.95,14.78,1.79,0.0
20230424:1103,3834.8,485.72,20.74,15.51,2.41,0.0
20230424:1203,5507.7,717.45,32.68,17.39,2.28,0.0
20230424:1303,6650.7,897.87,43.06,19.54,2.62,0.0
20230424:1403,7273.6,1007.32,50.63,21.12,2.83,0.0
20230424:1503,7426.8,1041.63,53.57,22.07,2.76,0.0
20230424:1603,6988.1,968.81,50.82,22.55,2.76,0.0
20230424:1703,5688.9,760.8,43.39,22.57,2.97,0.0
20230424:1803,4978.1,653.92,33.08,22.14,3.17,0.0
20230424:1903,2938.3,389.83,21.18,21.24,3.38,0.0
20230424:2003,708.3,124.62,8.41,20.18,3.1,0.0
20230424:2103,0.0,0.0,0.0,18.73,2.69,0.0
20230424:2203,0.0,0.0,0.0,17.65,2.21,0.0
20230424:2303,0.0,0.0,0.0,16.73,1.93,0.0
20230425:0003,0.0,0.0,0.0,15.85,1.59,0.0
20230425:0103,0.0,0.0,0.0,14.97,1.38,0.0
20230425:0203,0.0,0.0,0.0,14.52,1.24,0.0
20230425:0303,0.0,0.0,0.0,14.07,1.17,0.0
20230425:0403,0.0,0.0,0.0,14.21,0.97,0.0
20230425:0503,0.0,0.0,0.0,13.8,0.97,0.0
20230425:0603,0.0,0.0,0.0,13.32,1.03,0.0
20230425:0703,0.0,0.0,0.0,14.08,0.83,0.0
20230425:0803,0.0,0.0,0.0,13.06,1.03,0.0
20230425:0903,0.0,0.0,0.0,12.89,0.97,0.0
20230425:1003,801.4,116.72,7.84,12.84,0.9,0.0
20230425:1103,2067.3,265.93,20.61,15.21,0.83,0.0
20230425:1203,5484.6,731.73,32.51,17.88,0.97,0.0
20230425:1303,6433.7,892.81,42.84,20.09,1.17,0.0
20230425:1403,6947.2,1001.35,50.35,21.77,0.97,0.0
20230425:1503,7023.8,1041.3,53.24,22.87,0.48,0.0
20230425:1603,5398.5,753.72,50.5,23.76,0.69,0.0
20230425:1703,4831.5,663.6,43.1,23.87,0.62,0.0
20230425:1803,2983.1,396.22,32.83,23.75,1.1,0.0
20230425:1903,1125.6,157.89,20.97,22.84,1.24,0.0
20230425:2003,472.3,82.07,8.22,21.65,1.45,0.0
20230425:2103,0.0,0.0,0.0,20.23,1.52,0.0
20230425:2203,0.0,0.0,0.0,18.91,1.59,0.0
20230425:2303,0.0,0.0,0.0,18.28,1.52,0.0
20230426:0003,0.0,0.0,0.0,17.88,1.38,0.0
20230426:0103,0.0,0.0,0.0,17.8,1.45,0.0
20230426:0203,0.0,0.0,0.0,17.7,1.24,0.0
20230426:0303,0.0,0.0,0.0,17.59,1.17,0.0
20230426:0403,0.0,0.0,0.0,17.42,1.45,0.0
20230426:0503,0.0,0.0,0.0,17.26,1.72,0.0
20230426:0603,0.0,0.0,0.0,17.09,1.45,0.0
20230426:0703,0.0,0.0,0.0,16.42,1.38,0.0
20230426:0803,0.0,0.0,0.0,16.57,1.38,0.0
20230426:0903,0.0,0.0,0.0,16.88,1.38,0.0
20230426:1003,600.0,92.46,7.74,17.19,1.45,0.0
20230426:1103,3023.5,389.5,20.48,18.18,1.38,0.0
20230426:1203,2996.7,387.45,32.33,19.71,1.59,0.0
20230426:1303,3356.7,437.82,42.61,21.7,2.28,0.0
20230426:1403,1098.5,153.9,50.06,23.42,2.97,0.0
20230426:1503,2101.6,280.03,52.92,24.43,3.52,0.0
20230426:1603,955.4,136.59,50.19,24.62,4.14,0.0
20230426:1703,914.2,130.82,42.82,23.38,3.79,0.0
20230426:1803,238.8,44.25,32.59,21.6,2.62,0.0
20230426:1903,177.5,35.59,20.76,20.62,3.31,0.0
20230426:2003,619.0,109.49,8.04,20.09,2.83,0.0
20230426:2103,0.0,0.0,0.0,19.54,2.34,0.0
20230426:2203,0.0,0.0,0.0,18.97,2.0,0.0
20230426:2303,0.0,0.0,0.0,18.4,2.41,0.0
20230427:0003,0.0,0.0,0.0,18.11,2.69,0.0
20230427:0103,0.0,0.0,0.0,18.13,2.97,0.0
20230427:0203,0.0,0.0,0.0,18.21,3.1,0.0
20230427:0303,0.0,0.0,0.0,18.35,3.17,0.0
20230427:0403,0.0,0.0,0.0,18.14,3.03,0.0
20230427:0503,0.0,0.0,0.0,18.28,3.03,0.0
20230427:0603,0.0,0.0,0.0,18.38,2.9,0.0
20230427:0703,0.0,0.0,0.0,17.87,3.24,0.0
20230427:0803,0.0,0.0,0.0,17.44,2.9,0.0
20230427:0903,0.0,0.0,0.0,17.17,2.76,0.0
20230427:1003,1195.8,170.67,7.63,17.39,2.69,0.0
20230427:1103,2235.8,286.88,20.34,18.72,4.14,0.0
20230427:1203,3683.3,468.96,32.16,19.89,3.93,0.0
20230427:1303,6342.0,841.64,42.39,20.98,3.79,0.0
20230427:1403,5978.1,796.99,49.78,21.68,3.52,0.0
20230427:1503,5620.6,751.96,52.6,22.35,3.1,0.0
20230427:1603,2462.4,324.3,49.87,23.06,3.03,0.0
20230427:1703,2903.0,379.67,42.55,22.6,2.76,0.0
20230427:1803,618.0,93.3,32.36,21.76,3.03,0.0
20230427:1903,527.4,81.76,20.56,20.91,1.38,0.0
20230427:2003,45.9,15.39,7.86,20.22,1.52,0.0
20230427:2103,0.0,0.0,0.0,19.53,1.24,0.0
20230427:2203,0.0,0.0,0.0,18.95,1.31,0.0
20230427:2303,0.0,0.0,0.0,18.53,1.66,0.0
20230428:0003,0.0,0.0,0.0,18.13,1.86,0.0
20230428:0103,0.0,0.0,0.0,17.83,1.93,0.0
20230428:0203,0.0,0.0,0.0,17.67,1.86,0.0
20230428:0303,0.0,0.0,0.0,17.45,1.72,0.0
20230428:0403,0.0,0.0,0.0,16.98,1.59,0.0
20230428:0503,0.0,0.0,0.0,16.76,1.45,0.0
20230428:0603,0.0,0.0,0.0,16.77,1.45,0.0
20230428:0703,0.0,0.0,0.0,16.79,1.38,0.0
20230428:0803,0.0,0.0,0.0,16.78,1.38,0.0
20230428:0903,0.0,0.0,0.0,16.56,1.38,0.0
20230428:1003,88.4,22.12,7.52,16.68,1.45,0.0
20230428:1103,498.9,76.95,20.21,17.32,2.0,0.0
20230428:1203,590.6,88.49,31.99,17.89,2.34,0.0
20230428:1303,1402.9,187.57,42.17,18.35,2.62,0.0
20230428:1403,1499.9,200.07,49.5,19.13,2.62,0.0
20230428:1503,1135.4,155.82,52.28,19.47,2.76,0.0
20230428:1603,1299.7,176.02,49.56,19.81,2.97,0.0
20230428:1703,1056.9,146.21,42.27,19.61,3.24,0.0
20230428:1803,625.4,93.3,32.12,19.53,3.52,0.0
20230428:1903,228.7,42.32,20.36,18.39,2.9,0.0
20230428:2003,7.5,7.7,7.68,18.04,2.69,0.0
20230428:2103,0.0,0.0,0.0,17.56,2.07,0.0
20230428:2203,0.0,0.0,0.0,17.14,1.93,0.0
20230428:2303,0.0,0.0,0.0,16.97,1.86,0.0
20230429:0003,0.0,0.0,0.0,16.85,1.79,0.0
20230429:0103,0.0,0.0,0.0,16.65,1.72,0.0
20230429:0203,0.0,0.0,0.0,16.42,1.72,0.0
20230429:0303,0.0,0.0,0.0,15.95,1.72,0.0
20230429:0403,0.0,0.0,0.0,15.64,1.45,0.0
20230429:0503,0.0,0.0,0.0,15.2,1.31,0.0
20230429:0603,0.0,0.0,0.0,14.88,1.24,0.0
20230429:0703,0.0,0.0,0.0,15.01,1.17,0.0
20230429:0803,0.0,0.0,0.0,15.06,1.59,0.0
20230429:0903,0.0,0.0,0.0,15.0,1.1,0.0
20230429:1003,121.4,26.93,7.41,15.06,1.24,0.0
20230429:1103,1023.4,139.84,20.07,15.46,1.79,0.0
20230429:1203,1729.8,225.78,31.81,17.16,2.41,0.0
20230429:1303,3590.7,460.34,41.94,18.96,2.83,0.0
20230429:1403,4080.9,530.98,49.22,20.3,2.55,0.0
20230429:1503,4873.8,649.1,51.97,21.2,1.93,0.0
20230429:1603,4281.0,567.51,49.26,21.63,1.66,0.0
20230429:1703,3318.3,435.35,42.01,21.79,1.66,0.0
20230429:1803,2569.2,336.68,31.89,21.81,1.86,0.0
20230429:1903,1341.8,182.87,20.16,20.61,2.55,0.0
20230429:2003,237.8,44.92,7.51,19.52,2.55,0.0
20230429:2103,0.0,0.0,0.0,18.35,2.48,0.0
20230429:2203,0.0,0.0,0.0,17.64,2.21,0.0
20230429:2303,0.0,0.0,0.0,17.31,2.0,0.0
20230430:0003,0.0,0.0,0.0,17.27,2.34,0.0
20230430:0103,0.0,0.0,0.0,17.28,2.28,0.0
20230430:0203,0.0,0.0,0.0,17.18,2.0,0.0
20230430:0303,0.0,0.0,0.0,17.25,1.86,0.0
20230430:0403,0.0,0.0,0.0,17.14,1.79,0.0
20230430:0503,0.0,0.0,0.0,17.11,1.86,0.0
20230430:0603,0.0,0.0,0.0,17.04,1.79,0.0
20230430:0703,0.0,0.0,0.0,17.27,1.59,0.0
20230430:0803,0.0,0.0,0.0,17.24,1.59,0.0
20230430:0903,0.0,0.0,0.0,17.23,1.52,0.0
20230430:1003,497.2,79.05,7.31,17.37,1.59,0.0
20230430:1103,3744.6,480.72,19.94,17.92,2.14,0.0
20230430:1203,2542.9,327.98,31.64,19.46,2.34,0.0
20230430:1303,4000.3,521.42,41.72,20.78,2.21,0.0
20230430:1403,5604.0,760.98,48.95,21.64,1.72,0.0
20230430:1503,6703.3,958.71,51.66,22.86,1.17,0.0
20230430:1603,6516.7,937.7,48.96,23.67,0.83,0.0
20230430:1703,4904.5,674.41,41.74,23.95,0.62,0.0
20230430:1803,2464.1,328.95,31.67,23.8,0.69,0.0
20230430:1903,1301.5,181.25,19.97,23.29,0.55,0.0
20230430:2003,273.1,51.05,7.34,22.23,1.38,0.0
20230430:2103,0.0,0.0,0.0,20.6,1.86,0.0
20230430:2203,0.0,0.0,0.0,19.4,1.79,0.0
20230430:2303,0.0,0.0,0.0,18.82,1.66,0.0
20230501:0003,0.0,0.0,0.0,18.63,1.45,0.0
20230501:0103,0.0,0.0,0.0,18.43,1.38,0.0
20230501:0203,0.0,0.0,0.0,18.29,1.17,0.0
20230501:0303,0.0,0.0,0.0,18.18,0.76,0.0
20230501:0403,0.0,0.0,0.0,18.18,0.62,0.0
20230501:0503,0.0,0.0,0.0,18.07,0.76,0.0
20230501:0603,0.0,0.0,0.0,17.75,0.83,0.0
20230501:0703,0.0,0.0,0.0,17.73,0.34,0.0
20230501:0803,0.0,0.0,0.0,17.6,0.41,0.0
20230501:0903,0.0,0.0,0.0,17.33,0.34,0.0
20230501:1003,361.6,60.95,7.2,17.29,0.21,0.0
20230501:1103,2758.9,358.11,19.8,17.72,0.21,0.0
20230501:1203,5227.7,710.99,31.47,18.97,0.0,0.0
20230501:1303,6196.1,884.26,41.5,21.06,0.07,0.0
20230501:1403,6608.8,972.61,48.68,22.57,0.07,0.0
20230501:1503,4608.4,627.63,51.36,23.1,0.76,0.0
20230501:1603,3349.4,447.2,48.67,23.78,1.1,0.0
20230501:1703,3426.1,457.27,41.48,24.11,1.1,0.0
20230501:1803,3750.4,500.95,31.44,23.58,0.9,0.0
20230501:1903,714.2,106.18,19.77,22.73,0.76,0.0
20230501:2003,11.3,8.66,7.17,21.44,1.45,0.0
20230501:2103,0.0,0.0,0.0,20.05,2.0,0.0
20230501:2203,0.0,0.0,0.0,18.96,1.93,0.0
20230501:2303,0.0,0.0,0.0,18.54,1.66,0.0
20230502:0003,0.0,0.0,0.0,18.28,1.31,0.0
20230502:0103,0.0,0.0,0.0,17.99,0.97,0.0
20230502:0203,0.0,0.0,0.0,17.92,0.62,0.0
20230502:0303,0.0,0.0,0.0,17.9,0.48,0.0
20230502:0403,0.0,0.0,0.0,17.84,0.34,0.0
20230502:0503,0.0,0.0,0.0,17.83,0.48,0.0
20230502:0603,0.0,0.0,0.0,17.76,0.62,0.0
20230502:0703,0.0,0.0,0.0,17.66,0.21,0.0
20230502:0803,0.0,0.0,0.0,17.69,0.69,0.0
20230502:0903,0.0,0.0,0.0,17.6,1.03,0.0
20230502:1003,303.1,52.97,7.09,17.6,1.1,0.0
20230502:1103,1440.5,191.92,19.66,17.9,1.24,0.0
20230502:1203,4765.3,628.66,31.29,19.16,1.03,0.0
20230502:1303,6232.3,865.31,41.28,20.89,1.03,0.0
20230502:1403,6778.6,957.85,48.41,21.74,1.38,0.0
20230502:1503,6918.3,990.44,51.06,22.58,1.31,0.0
20230502:1603,6408.6,906.59,48.37,22.9,1.1,0.0
20230502:1703,4891.0,663.98,41.23,22.53,0.83,0.0
20230502:1803,3356.6,443.1,31.23,22.2,0.97,0.0
20230502:1903,1623.4,221.27,19.59,22.33,1.38,0.0
20230502:2003,305.8,56.94,7.01,21.05,1.72,0.0
20230502:2103,0.0,0.0,0.0,19.78,2.07,0.0
20230502:2203,0.0,0.0,0.0,18.86,2.21,0.0
20230502:2303,0.0,0.0,0.0,18.56,1.93,0.0
20230503:0003,0.0,0.0,0.0,18.31,1.72,0.0
20230503:0103,0.0,0.0,0.0,18.19,1.38,0.0
20230503:0203,0.0,0.0,0.0,18.25,1.24,0.0
20230503:0303,0.0,0.0,0.0,18.18,0.97,0.0
20230503:0403,0.0,0.0,0.0,17.9,0.83,0.0
20230503:0503,0.0,0.0,0.0,17.68,0.69,0.0
20230503:0603,0.0,0.0,0.0,17.49,0.55,0.0
20230503:0703,0.0,0.0,0.0,17.53,0.28,0.0
20230503:0803,0.0,0.0,0.0,17.46,0.14,0.0
20230503:0903,0.0,0.0,0.0,17.25,0.14,0.0
20230503:1003,3.7,6.73,6.98,17.25,0.21,0.0
20230503:1103,566.8,85.61,19.53,17.48,0.69,0.0
20230503:1203,1188.1,162.21,31.12,18.44,1.03,0.0
20230503:1303,3384.6,443.82,41.06,20.85,1.1,0.0
20230503:1403,6635.0,950.61,48.14,22.9,0.97,0.0
20230503:1503,6860.5,995.04,50.76,24.28,1.17,0.0
20230503:1603,6286.6,893.69,48.09,25.11,1.31,0.0
20230503:1703,4652.5,635.88,40.97,25.46,1.1,0.0
20230503:1803,3845.3,521.28,31.01,25.31,0.55,0.0
20230503:1903,1396.6,194.61,19.41,24.45,0.69,0.0
20230503:2003,184.9,37.89,6.85,23.29,1.31,0.0
20230503:2103,0.0,0.0,0.0,21.58,1.59,0.0
20230503:2203,0.0,0.0,0.0,20.5,1.66,0.0
20230503:2303,0.0,0.0,0.0,19.68,1.66,0.0
20230504:0003,0.0,0.0,0.0,19.04,1.38,0.0
20230504:0103,0.0,0.0,0.0,19.08,1.45,0.0
20230504:0203,0.0,0.0,0.0,19.05,1.45,0.0
20230504:0303,0.0,0.0,0.0,18.93,0.9,0.0
20230504:0403,0.0,0.0,0.0,18.86,0.76,0.0
20230504:0503,0.0,0.0,0.0,18.81,0.83,0.0
20230504:0603,0.0,0.0,0.0,18.6,0.69,0.0
20230504:0703,0.0,0.0,0.0,18.29,1.24,0.0
20230504:0803,0.0,0.0,0.0,18.13,1.38,0.0
20230504:0903,0.0,0.0,0.0,18.02,1.45,0.0
20230504:1003,46.6,15.39,6.87,17.95,1.31,0.0
20230504:1103,1331.1,179.06,19.39,18.5,1.38,0.0
20230504:1203,3503.8,456.69,30.95,20.35,1.1,0.0
20230504:1303,5850.2,810.0,40.85,22.75,1.17,0.0
20230504:1403,6846.7,979.63,47.88,24.66,1.72,0.0
20230504:1503,7000.0,999.18,50.47,25.72,2.34,0.0
20230504:1603,6555.3,921.05,47.81,26.3,2.55,0.0
20230504:1703,5789.5,797.04,40.73,26.49,2.48,0.0
20230504:1803,4291.5,577.54,30.8,26.32,2.07,0.0
20230504:1903,2304.6,316.26,19.23,26.05,2.0,0.0
20230504:2003,296.0,56.67,6.7,24.93,0.97,0.0
20230504:2103,0.0,0.0,0.0,23.01,0.62,0.0
20230504:2203,0.0,0.0,0.0,22.08,0.62,0.0
20230504:2303,0.0,0.0,0.0,21.46,0.69,0.0
20230505:0003,0.0,0.0,0.0,20.37,0.83,0.0
20230505:0103,0.0,0.0,0.0,20.09,0.69,0.0
20230505:0203,0.0,0.0,0.0,19.63,0.41,0.0
20230505:0303,0.0,0.0,0.0,19.16,0.48,0.0
20230505:0403,0.0,0.0,0.0,18.7,0.69,0.0
20230505:0503,0.0,0.0,0.0,18.35,0.76,0.0
20230505:0603,0.0,0.0,0.0,17.94,0.9,0.0
20230505:0703,0.0,0.0,0.0,18.48,0.07,0.0
20230505:0803,0.0,0.0,0.0,18.33,0.0,0.0
20230505:0903,0.0,0.0,0.0,18.19,0.0,0.0
20230505:1003,1020.3,149.44,6.76,18.04,0.07,0.0
20230505:1103,3648.5,480.5,19.26,19.19,0.28,0.0
20230505:1203,5242.9,703.59,30.78,20.61,1.1,0.0
20230505:1303,6333.4,875.63,40.63,22.53,1.79,0.0
20230505:1403,6799.9,957.39,47.61,23.73,2.07,0.0
20230505:1503,6978.2,988.96,50.19,24.27,2.21,0.0
20230505:1603,6331.0,881.38,47.53,24.69,2.21,0.0
20230505:1703,4997.3,672.01,40.49,24.67,2.34,0.0
20230505:1803,3814.0,503.87,30.6,24.57,2.48,0.0
20230505:1903,1193.3,167.49,19.05,24.39,2.34,0.0
20230505:2003,234.1,46.14,6.55,23.3,2.21,0.0
20230505:2103,0.0,0.0,0.0,21.88,2.28,0.0
20230505:2203,0.0,0.0,0.0,20.81,2.07,0.0
20230505:2303,0.0,0.0,0.0,20.31,2.0,0.0
20230506:0003,0.0,0.0,0.0,19.88,1.79,0.0
20230506:0103,0.0,0.0,0.0,19.69,1.52,0.0
20230506:0203,0.0,0.0,0.0,19.48,1.45,0.0
20230506:0303,0.0,0.0,0.0,19.17,1.24,0.0
20230506:0403,0.0,0.0,0.0,18.78,1.03,0.0
20230506:0503,0.0,0.0,0.0,18.5,0.83,0.0
20230506:0603,0.0,0.0,0.0,18.31,0.76,0.0
20230506:0703,0.0,0.0,0.0,18.6,0.97,0.0
20230506:0803,0.0,0.0,0.0,18.42,1.1,0.0
20230506:0903,0.0,0.0,0.0,18.25,1.17,0.0
20230506:1003,16.0,9.62,6.65,18.33,1.17,0.0
20230506:1103,2115.0,274.7,19.12,18.61,1.66,0.0
20230506:1203,470.5,74.06,30.61,19.52,1.86,0.0
20230506:1303,1206.2,166.4,40.42,21.59,1.79,0.0
20230506:1403,2048.5,273.53,47.36,22.95,1.59,0.0
20230506:1503,4665.7,632.72,49.9,24.18,1.45,0.0
20230506:1603,6222.7,875.19,47.26,24.99,1.66,0.0
20230506:1703,5539.2,758.01,40.25,25.29,2.07,0.0
20230506:1803,2978.1,393.75,30.4,25.08,2.41,0.0
20230506:1903,1511.9,208.13,18.88,24.37,2.76,0.0
20230506:2003,310.8,59.76,6.4,23.09,2.69,0.0
20230506:2103,0.0,0.0,0.0,21.25,2.34,0.0
20230506:2203,0.0,0.0,0.0,20.32,2.14,0.0
20230506:2303,0.0,0.0,0.0,19.68,2.0,0.0
20230507:0003,0.0,0.0,0.0,19.2,1.59,0.0
20230507:0103,0.0,0.0,0.0,18.98,1.45,0.0
20230507:0203,0.0,0.0,0.0,18.82,1.31,0.0
20230507:0303,0.0,0.0,0.0,18.59,1.17,0.0
20230507:0403,0.0,0.0,0.0,18.22,1.03,0.0
20230507:0503,0.0,0.0,0.0,17.85,1.31,0.0
20230507:0603,0.0,0.0,0.0,17.56,1.31,0.0
20230507:0703,0.0,0.0,0.0,18.06,1.31,0.0
20230507:0803,0.0,0.0,0.0,17.98,1.52,0.0
20230507:0903,0.0,0.0,0.0,17.93,1.93,0.0
20230507:1003,16.1,9.62,6.54,17.88,2.0,0.0
20230507:1103,2391.3,308.13,18.98,18.6,2.21,0.0
20230507:1203,1944.0,255.92,30.44,20.15,1.45,0.0
20230507:1303,5160.5,697.3,40.2,21.65,1.17,0.0
20230507:1403,6590.6,945.42,47.1,23.06,0.9,0.0
20230507:1503,6759.1,983.58,49.62,23.82,0.83,0.0
20230507:1603,6460.7,928.96,46.99,24.62,0.97,0.0
20230507:1703,5633.8,788.3,40.02,25.14,0.97,0.0
20230507:1803,4304.8,584.6,30.2,25.36,0.97,0.0
20230507:1903,1789.1,247.69,18.72,25.47,0.76,0.0
